MONTH,STORECODE,DAY,BILL_ID,BILL_AMT,QTY,VALUE,PRICE,GRP,SGRP,SSGRP,CMP,MBRD,BRD
M3,N7,2,T5159,535,1,535,535,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,ADANI WILMAR,FORTUNE,FORTUNE
M3,N7,2,T5162,74.5,1,74.5,74.5,BREAKFAST CEREALS,HOT CEREALS,OATS,MARICO INDS,SAFFOLA,SAFFOLA
M3,N7,2,T5163,62,1,46,46,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
M3,N7,2,T5163,62,1,16,16,HAIR DYES     (1/76),HAIR DYES     (1/76),HAIR DYES     (1/76),GODREJ CONSUMER PRODS,GODREJ EXPERT POWDERS,GODREJ EXPERT PWD NATURAL BLCK
M3,N7,2,T5165,95.5,50,95.5,1.91,COFFEE,INSTANT COFFEE,INSTANT COFFEE,NESTLE INDIA,SUNRISE,NESCAFE SUNRISE
M3,N7,2,T5167,32.5,1,18.5,18.5,ALL IODISED SALT,POWDERED SALT,POWDERED SALT,TATA CHEM,TATA,TATA SALT
M3,N7,2,T5167,32.5,1,14,14,SPICES (03/04),PURE,TURMERIC/HALDI-PURE SPICES,S NARENDRA KUMAR,EVEREST,EVEREST
M3,N7,3,T5168,16.75,1,5,5,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
M3,N7,3,T5168,16.75,1,11.75,11.75,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
M3,N7,3,T5169,9.75,1,9.75,9.75,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,PARLE PRODS,PARLE KRACK JACK,PARLE KRACK JACK
M3,N7,3,T5170,39,1,19.5,19.5,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,CLOSE-UP,CLOSE-UP NEW
M3,N7,3,T5170,39,1,19.5,19.5,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
M3,N7,3,T5171,1,1,1,1,CONFECTIONERY - ECLAIRS,CONFECTIONERY - ECLAIRS,CONFECTIONERY - ECLAIRS,PARLE PRODS,MELODY,MELODY CHOCOLATY
M3,N7,3,T5173,39,1,39,39,HAIR OILS PKTP(8/02),RIGID,VACNO,MARICO INDS,PARACHUTE,PARACHUTE ADV ALOEVERA ENR CNO
M3,N7,3,T5174,120,12,120,10,BISCUITS - CORE & NON CORE,CREAM,CREAM,MONDELEZ INTERNATIONAL,OREO,OREO CHOCOLATE
M3,N7,3,T5175,10,2,10,5,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
M3,N7,3,T5176,5,1,5,5,SALTY SNACKS (2/97),EXTRUDED SNACKS,EXTRUDED SNACKS,PRATAAP SNACKS PVT LTD,YELLOW DIAMOND,YELLOW DIAMOND WHEELS
M3,N7,3,T5183,19,1,19,19,HAIR OILS PKTP(8/02),RIGID,AMLA,DABUR,DABUR AMLA,DABUR AMLA
M3,N7,3,T5184,40,1,40,40,TOILET SOAPS (04/00),PREMIUM,PREMIUM,HINDUSTAN UNILEVER LIMITED,PEARS,PEARS SOFT & FRESH
M3,N7,3,T5185,67.75,2,20,10,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY DAIRY MILK,DAIRY MILK
M3,N7,3,T5185,67.75,1,28.75,28.75,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,PARLE PRODS,MONACO,MONACO
M3,N7,3,T5185,67.75,2,19,9.5,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE HIDE & SEEK,HIDE & SEEK CHOCOLATE CHIP
M3,N7,3,T5186,49.5,1,14.5,14.5,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,BRITANNIA INDS,NUTRICHOICE,NUTRICHOICE SIMPLE LITE CRACKR
M3,N7,3,T5186,49.5,1,35,35,SALTY SNACKS (2/97),SEV BHUJIA,SEV BHUJIA,HALDIRAM,HALDIRAM,HALDIRAM ALU BHUJIA
M3,N7,3,T5190,5,1,5,5,SALTY SNACKS (2/97),EXTRUDED SNACKS,EXTRUDED SNACKS,VENKATARAMAN FOOD PROD,PIKNIK,PIKNIK
M3,N7,3,T5192,39.5,1,10,10,BISCUITS - CORE & NON CORE,CREAM,CREAM,MONDELEZ INTERNATIONAL,OREO,OREO CHOCOLATE
M3,N7,3,T5192,39.5,2,29.5,14.75,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,I T C,SUNFEAST YIPPEE NOODLES,SUNFEAST YIPPEE MOOD MASALA
M3,N7,3,T5193,5,1,5,5,SALTY SNACKS (2/97),EXTRUDED SNACKS,EXTRUDED SNACKS,PRATAAP SNACKS PVT LTD,YELLOW DIAMOND,YELLOW DIAMOND WHEELS
M3,N7,3,T5195,9.75,1,9.75,9.75,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
M3,N7,3,T5196,48,1,48,48,READY TO EAT,DESSERT MIXES,TRADITIONAL,GITS FOOD PRODS,GITS,GITS
M3,N7,3,T5197,19.5,2,19.5,9.75,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,BRITANNIA BOURBON,BRITANNIA BOURBON
M3,N7,3,T5198,9.75,1,9.75,9.75,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL ACTIVE
M3,N7,3,T5202,10,1,10,10,SALTY SNACKS (2/97),MIX/CHIVRA/CHANACHUR,MIX/CHIVRA/CHANACHUR,CHEDDA SPECIALITY FOODS LTD,CHEDDA,CHEDDA
M3,N7,3,T5203,19.5,2,19.5,9.75,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
M3,N7,3,T5206,9.75,1,9.75,9.75,REFINED EDIBLE OILS-ALL PACKS,CORN,CORN,VIMAL OIL & FOODS LTD,VIMAL,VIMAL
M3,N7,3,T5209,5,1,5,5,SALTY SNACKS (2/97),EXTRUDED SNACKS,EXTRUDED SNACKS,PRATAAP SNACKS PVT LTD,YELLOW DIAMOND,YELLOW DIAMOND WHEELS
M3,N7,3,T5214,67,2,19.5,9.75,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
M3,N7,3,T5214,67,1,9.5,9.5,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE HIDE & SEEK,HIDE & SEEK CHOCOLATE CHIP
M3,N7,3,T5214,67,2,19,9.5,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,PARLE PRODS,PARLE TOP,PARLE TOP
M3,N7,3,T5214,67,2,19,9.5,BISCUITS - CORE & NON CORE,CREAM,CREAM,LOTTE INDIA CORPORATION LTD,LOTTE,LOTTE CHOCOPIE
M3,N7,3,T5215,9.5,1,9.5,9.5,AGARBATTI & DHOOPBATTI,AGARBATTI,AGARBATTI,N RANGA RAO & SONS,CYCLE,CYCLE 3 IN 1
M3,N7,3,T5216,238.5,1,238.5,238.5,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PARAG MILK FOODS PVT. LTD.,GOWARDHAN,GOWARDHAN
M3,N7,3,T5219,96.75,1,38.75,38.75,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
M3,N7,3,T5219,96.75,2,58,29,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE HIDE & SEEK,HIDE & SEEK CHOCOLATE CHIP
M3,N7,3,T5220,24.25,1,1.75,1.75,CONFECTIONERY - ECLAIRS,CONFECTIONERY - ECLAIRS,CONFECTIONERY - ECLAIRS,MONDELEZ INTERNATIONAL,CADBURY,CADBURY CHOCLAIRS GOLD
M3,N7,3,T5220,24.25,1,22.5,22.5,DIAPERS       (8/93),DIAPERS       (8/93),DIAPERS       (8/93),PROCTER & GAMBLE,PAMPERS,PAMPERS BABY DRY PANTS
M3,N7,3,T5221,46.5,1,46.5,46.5,AGARBATTI & DHOOPBATTI,AGARBATTI,AGARBATTI,N RANGA RAO & SONS,CYCLE,CYCLE
M3,N7,3,T5222,5,1,5,5,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,PARLE PRODS,MONACO,MONACO
M3,N7,3,T5224,40,2,40,20,SPICES (03/04),PURE,ASOFOETIDA/HING-PURE MASALA,PATANJALI AYURVED LTD,PATANJALI,PATANJALI
M3,N7,3,T5232,159.5,5,48.75,9.75,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M3,N7,3,T5232,159.5,1,28,28,TOOTH BRUSH   (7/93),MANUAL,MANUAL,PROCTER & GAMBLE,ORAL-B,CAVITY DEFENSE BLACK
M3,N7,3,T5232,159.5,1,18.75,18.75,COCONUT OIL PKTYP (08/02),BRANDED,RIGID,MARICO INDS,PARACHUTE,PARACHUTE
M3,N7,3,T5232,159.5,1,25,25,CLEANERS - UTENSIL,TRADITIONAL,BARS,JYOTHY LABORATORIES,EXO,EXO DISH WASH BAR
M3,N7,3,T5232,159.5,2,39,19.5,TOILET SOAPS (04/00),PREMIUM,PREMIUM,WIPRO CONS PRODS,SANTOOR,SANTOOR
M3,N7,3,T5233,116,1,116,116,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PARAG MILK FOODS PVT. LTD.,GOWARDHAN,GOWARDHAN
M3,N7,3,T5234,22,1,22,22,VERMICELLI & NOODLE,PASTA,PASTA,FIELDFRESH FOODS PRIVATE LTD,DEL MONTE,DEL MONTE
M3,N7,3,T5236,71.5,1,48,48,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,DABUR,DABUR RED
M3,N7,3,T5236,71.5,1,23.5,23.5,SHAVING PREPARATIONS,CREAMS,CREAMS,GODREJ CONSUMER PRODS,GODREJ SHAVING CREAM,GODREJ COOL MENTHOL
M3,N7,3,T5238,46,1,46,46,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
M3,N7,3,T5241,22,1,22,22,PACKAGED ATTA (1/95),SOOJI,SOOJI,SHRI BHAGAWATI FOODS,UTTAM,UTTAM
M3,N7,3,T5242,80,1,80,80,CLEANERS - TOILET,LIQUIDS,LIQUIDS,RECKITT BENCKISER,HARPIC POWER,HARPIC POWER PLUS
M3,N7,3,T5244,73.5,1,29,29,SPICES (03/04),PURE,CHILLY POWDER-PURE SPICES,S NARENDRA KUMAR,EVEREST,EVEREST
M3,N7,3,T5244,73.5,1,22,22,PACKAGED ATTA (1/95),SOOJI,SOOJI,SHRI BHAGAWATI FOODS,UTTAM,UTTAM
M3,N7,3,T5244,73.5,1,22.5,22.5,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
M3,N7,3,T5245,87.25,2,58,29,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE HIDE & SEEK,HIDE & SEEK CHOCOLATE CHIP
M3,N7,3,T5245,87.25,1,19.5,19.5,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
M3,N7,3,T5245,87.25,1,9.75,9.75,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
M3,N7,3,T5246,87,1,87,87,CLEANERS - FLOOR,LIQUIDS,LIQUIDS,HINDUSTAN UNILEVER LIMITED,DOMEX,DOMEX DISINFECTANT
M3,N7,3,T5248,9.5,1,9.5,9.5,SPICES (03/04),BLENDED,BIRYANI POWDER-NON VEG MASALA,S NARENDRA KUMAR,EVEREST,EVEREST
M3,N7,4,T5254,10,1,10,10,VERMICELLI & NOODLE,PASTA,PASTA,FIELDFRESH FOODS PRIVATE LTD,DEL MONTE,DEL MONTE
M3,N7,4,T5257,16,2,16,8,ANTACIDS,POWDERS,POWDERS,GLAXO SMITHKLINE,ENO,ENO FRUIT SALT
M3,N7,4,T5259,9.75,1,9.75,9.75,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NUTRICHOICE,NUTRICHOICE DIGESTIVE
M3,N7,4,T5260,38.5,1,38.5,38.5,CLEANERS - UTENSIL,SPECIALIZED,POWDERS,PITAMBARI PRODS,PITAMBARI,PITAMBARI
M3,N7,4,T5263,20,4,20,5,CLEANERS - UTENSIL,TRADITIONAL,BARS,HINDUSTAN UNILEVER LIMITED,VIM,VIM
M3,N7,4,T5264,11.75,1,11.75,11.75,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
M3,N7,4,T5268,10,2,10,5,CLEANERS - UTENSIL,TRADITIONAL,BARS,HINDUSTAN UNILEVER LIMITED,VIM,VIM
M3,N7,4,T5275,26,1,26,26,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M3,N7,4,T5276,19.5,1,9.75,9.75,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
M3,N7,4,T5276,19.5,1,9.75,9.75,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,PARLE PRODS,PARLE KRACK JACK,PARLE KRACK JACK
M3,N7,4,T5277,34.5,2,19.5,9.75,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,BRITANNIA BOURBON,BRITANNIA BOURBON
M3,N7,4,T5277,34.5,1,5,5,SALTY SNACKS (2/97),EXTRUDED SNACKS,EXTRUDED SNACKS,PRATAAP SNACKS PVT LTD,YELLOW DIAMOND,YELLOW DIAMOND WHEELS
M3,N7,4,T5277,34.5,1,10,10,SALTY SNACKS (2/97),EXTRUDED SNACKS,EXTRUDED SNACKS,LIWAYWAY FOOD,OISHI,OISHI
M3,N7,4,T5279,41,2,22,11,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,INDO NISSIN,TOP RAMEN,TOP RAMEN
M3,N7,4,T5279,41,1,19,19,ALL IODISED SALT,POWDERED SALT,POWDERED SALT,TATA CHEM,TATA,TATA SALT
M3,N7,4,T5281,28,1,28,28,SPICES (03/04),PURE,JEERA POWDER-PURE SPICES,S NARENDRA KUMAR,EVEREST,EVEREST
M3,N7,4,T5282,56,1,56,56,SKIN CREAMS,OTHER FACE CREAMS,OTHER FACE CREAMS,HINDUSTAN UNILEVER LIMITED,FAIR & LOVELY,FAIR & LOVELY AYURVED FRNS CRM
M3,N7,4,T5283,90,1,90,90,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY,CADBURY TEMPTATIONS
M3,N7,4,T5284,20,1,20,20,PACKAGED ATTA (1/95),MAIDA,MAIDA,PARAKH AGRO IND,SAMRAT,SAMRAT
M3,N7,4,T5286,10,2,10,5,CHOCOLATE,COATED WAFER BISC,COATED WAFER BISC,MONDELEZ INTERNATIONAL,PERK,PERK
M3,N7,4,T5287,159.5,2,19.5,9.75,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
M3,N7,4,T5287,159.5,1,140,140,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HINDUSTAN UNILEVER LIMITED,TAJ MAHAL,BROOKE BOND TAJ MAHAL
M3,N7,4,T5289,1.74,2,1.74,0.87,CONFECTIONERY - ECLAIRS,CONFECTIONERY - ECLAIRS,CONFECTIONERY - ECLAIRS,PARLE PRODS,MELODY,MELODY CHOCOLATY
M3,N7,4,T5293,39,1,19,19,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NUTRICHOICE,NUTRICHOICE DIGESTIVE
M3,N7,4,T5293,39,2,20,10,BREAKFAST CEREALS,READY TO EAT CEREALS,KIDS,KELLOGG'S INDIA,KELLOGG'S KPAK,KELLOGG'S KPAK CHOCOS DISCOVRY
M3,N7,4,T5294,34,1,19,19,KETCHUPS/SAUCES,KETCHUPS/SAUCES,KETCHUPS/SAUCES,CAPITAL FOODS,CHING'S SECRET,CHING'S SECRET
M3,N7,4,T5294,34,1,15,15,KETCHUPS/SAUCES,KETCHUPS/SAUCES,KETCHUPS/SAUCES,HINDUSTAN UNILEVER LIMITED,KISSAN,KISSAN FRESH KETCHUP
M3,N7,4,T5298,102,1,102,102,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,ADANI WILMAR,FORTUNE,FORTUNE
M3,N7,4,T5302,40,1,30,30,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE MILANO,MILANO
M3,N7,4,T5302,40,1,10,10,SPICES (03/04),BLENDED,SAMBHAR POWDER-SNACK MASALA,S NARENDRA KUMAR,EVEREST,EVEREST
M3,N7,4,T5303,108,2,108,54,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,PROCTER & GAMBLE,TIDE,TIDE NATURALS
M3,N7,4,T5304,37,1,27,27,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,BRITANNIA BOURBON,BRITANNIA BOURBON
M3,N7,4,T5304,37,1,10,10,BISCUITS - CORE & NON CORE,MARIE,MARIE,PARLE PRODS,PARLE MARIE,PARLE MARIE
M3,N7,4,T5307,19.5,2,19.5,9.75,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NUTRICHOICE,NUTRICHOICE DIGESTIVE
M3,N7,4,T5311,127,1,10,10,BISCUITS - CORE & NON CORE,CREAM,CREAM,MONDELEZ INTERNATIONAL,OREO,OREO CHOCOLATE
M3,N7,4,T5311,127,1,22,22,PACKAGED ATTA (1/95),SOOJI,SOOJI,SHRI BHAGAWATI FOODS,UTTAM,UTTAM
M3,N7,4,T5311,127,1,95,95,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,GHODAWAT FOODS,STAR,STAR
M3,N7,4,T5314,112,1,22,22,PACKAGED ATTA (1/95),SOOJI,SOOJI,SHREE BHAGWATI FLOUR,UTTAM,UTTAM
M3,N7,4,T5314,112,1,20,20,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,MESWAK,MESWAK
M3,N7,4,T5314,112,1,19,19,ALL IODISED SALT,POWDERED SALT,POWDERED SALT,TATA CHEM,TATA,TATA SALT
M3,N7,4,T5314,112,17,51,3,PRE-POST WASH PRODUCTS,FABRIC SOFTNERS,FABRIC SOFTNERS,HINDUSTAN UNILEVER LIMITED,COMFORT,COMFORT BLUE - MORNING FRESH
M3,N7,4,T5318,48.25,1,19,19,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NUTRICHOICE,NUTRICHOICE DIGESTIVE
M3,N7,4,T5318,48.25,3,29.25,9.75,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NUTRICHOICE,NUTRICHOICE DIGESTIVE
M3,N7,4,T5320,20,4,20,5,CHOCOLATE,COATED WAFER BISC,COATED WAFER BISC,MONDELEZ INTERNATIONAL,PERK,PERK
M3,N7,4,T5325,38.5,1,38.5,38.5,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,PATANJALI AYURVED LTD,PATANJALI,DANT KANTI
M3,N7,4,T5326,20,1,10,10,SPICES (03/04),BLENDED,PAANI PURI MASA-SNACK MASALA,S NARENDRA KUMAR,EVEREST,EVEREST
M3,N7,4,T5326,20,1,10,10,SPICES (03/04),BLENDED,CHAT MASALA-SNACK MASALA,S NARENDRA KUMAR,EVEREST,EVEREST
M3,N7,4,T5327,66,2,20,10,SPICES (03/04),BLENDED,OTHER BLENDED-BASIC MASALA,PRAVIN MASALEWALE,SUHANA,SUHANA
M3,N7,4,T5327,66,1,46,46,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
M3,N7,4,T5328,19.5,1,19.5,19.5,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
M3,N7,4,T5329,48,1,48,48,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,DABUR,DABUR RED
M3,N7,4,T5331,212,1,9.5,9.5,GLUCOSE POWDER & TABLET,GLUCOSE POWDER & TABLET,GLUCOSE POWDER & TABLET,WIPRO CONS PRODS,GLUCOVITA,GLUCOVITA BOLT
M3,N7,4,T5331,212,1,27,27,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M3,N7,4,T5331,212,2,40,20,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,BRITANNIA BOURBON,BRITANNIA BOURBON
M3,N7,4,T5331,212,2,10,5,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,PARLE PRODS,MONACO,MONACO
M3,N7,4,T5331,212,1,52,52,TALCUM POWDERS,TALCUM POWDERS,TALCUM POWDERS,HINDUSTAN UNILEVER LIMITED,POND'S,POND'S  MAGIC
M3,N7,4,T5331,212,1,19.5,19.5,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
M3,N7,4,T5331,212,1,34,34,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,TREAT,TREAT JAM
M3,N7,4,T5331,212,2,20,10,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,TREAT,TREAT FRUIT CREAM
M3,N7,4,T5339,28,1,28,28,DIAPERS       (8/93),DIAPERS       (8/93),DIAPERS       (8/93),PROCTER & GAMBLE,PAMPERS,PAMPERS BABY DRY PANTS
M3,N7,5,T5344,100,1,100,100,SHAMPOO - BY SEGMENTS,BOTTLES / TUBES,BOTTLES / TUBES,HINDUSTAN UNILEVER LIMITED,DOVE,DOVE HAIR FALL RESCUE
M3,N7,5,T5349,139,1,139,139,REFINED EDIBLE OILS-ALL PACKS,BLENDED OIL,BLENDED OIL,MARICO INDS,SAFFOLA,SAFFOLA GOLD
M3,N7,5,T5350,138,1,116,116,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PARAG MILK FOODS PVT. LTD.,GOWARDHAN,GOWARDHAN
M3,N7,5,T5350,138,1,22,22,PACKAGED ATTA (1/95),SOOJI,SOOJI,SHRI BHAGAWATI FOODS,UTTAM,UTTAM
M3,N7,5,T5352,98.5,2,19.5,9.75,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,BRITANNIA BOURBON,BRITANNIA BOURBON
M3,N7,5,T5352,98.5,2,39,19.5,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,VITA MARIE GOLD
M3,N7,5,T5352,98.5,2,40,20,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
M3,N7,5,T5356,5,1,5,5,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,MAGIX,MAGIX
M3,N7,5,T5359,75,1,75,75,CHEESE        (4/94),PROCESSED CHEESE,PROCESSED CHEESE,PARAG MILK FOODS PVT. LTD.,GO,GO
M3,N7,5,T5361,22,1,22,22,PACKAGED ATTA (1/95),SOOJI,SOOJI,SHRI BHAGAWATI FOODS,UTTAM,UTTAM
M3,N7,5,T5362,348,1,215,215,PRE-POST WASH PRODUCTS,FABRIC SOFTNERS,FABRIC SOFTNERS,HINDUSTAN UNILEVER LIMITED,COMFORT,COMFORT BLUE - MORNING FRESH
M3,N7,5,T5362,348,2,77,38.5,TOILET SOAPS (04/00),PREMIUM,PREMIUM,HINDUSTAN UNILEVER LIMITED,PEARS,PEARS OIL CLEAR
M3,N7,5,T5362,348,6,30,5,CLEANERS - UTENSIL,TRADITIONAL,BARS,HINDUSTAN UNILEVER LIMITED,VIM,VIM
M3,N7,5,T5362,348,1,26,26,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M3,N7,5,T5363,80,1,80,80,CLEANERS - TOILET,LIQUIDS,LIQUIDS,RECKITT BENCKISER,HARPIC POWER,HARPIC POWER PLUS
M3,N7,5,T5366,19.25,1,9.75,9.75,BISCUITS - CORE & NON CORE,MILK,MILK,PATANJALI BISCUITS PVT LTD,PATANJALI,PATANJALI DOODH BISCUITS
M3,N7,5,T5366,19.25,1,9.5,9.5,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,BRITANNIA INDS,50-50,50-50 REGULAR
M3,N7,5,T5367,20,1,20,20,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M3,N7,5,T5368,39.5,1,5,5,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE HAPPY HAPPY,HAPPY HAPPY
M3,N7,5,T5368,39.5,1,14.5,14.5,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,TREAT,TREAT STARS
M3,N7,5,T5368,39.5,1,20,20,ALL IODISED SALT,POWDERED SALT,POWDERED SALT,TATA CHEM,TATA,TATA SALT
M3,N7,5,T5369,48,1,48,48,TOILET SOAPS (04/00),PREMIUM,PREMIUM,HINDUSTAN UNILEVER LIMITED,LUX,LUX CREAMY PERFECTION
M3,N7,5,T5370,30,1,30,30,HAIR DYES     (1/76),HAIR DYES     (1/76),HAIR DYES     (1/76),GODREJ CONSUMER PRODS,GODREJ EXPERT RICH CREME,GODREJ EXPERT RICH CRM
M3,N7,5,T5371,20,2,20,10,SALTY SNACKS (2/97),GATHIA/PAPRI/RIBLON,GATHIA/PAPRI/RIBLON,CHEDDA SPECIALITY FOODS LTD,CHHEDAS,CHHEDAS
M3,N7,5,T5375,19.5,1,9.75,9.75,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
M3,N7,5,T5375,19.5,1,9.75,9.75,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,BRITANNIA BOURBON,BRITANNIA BOURBON
M3,N7,5,T5376,30,1,30,30,HAIR DYES     (1/76),HAIR DYES     (1/76),HAIR DYES     (1/76),GODREJ CONSUMER PRODS,GODREJ EXPERT RICH CREME,GODREJ EXPERT RICH CRM
M3,N7,5,T5378,9.75,1,9.75,9.75,CLEANERS - UTENSIL,TRADITIONAL,BARS,HINDUSTAN UNILEVER LIMITED,VIM,VIM
