MONTH,STORECODE,QTY,VALUE,GRP,SGRP,SSGRP,CMP,MBRD,BRD
M1,P7,21,207,BISCUITS - CORE & NON CORE,CREAM,CREAM,MONDELEZ INTERNATIONAL,OREO,OREO CHOCOLATE
M1,P7,25,124,BISCUITS - CORE & NON CORE,CREAM,CREAM,PARLE PRODS,PARLE MAGIX,PARLE MAGIX CHOCOLATE
M1,P7,33,181,BISCUITS - CORE & NON CORE,CREAM,CREAM,PARLE PRODS,PARLE MAGIX,PARLE MAGIX ELAICHI
M1,P7,39,207,BISCUITS - CORE & NON CORE,CREAM,CREAM,PARLE PRODS,PARLE MAGIX,PARLE MAGIX ORANGE
M1,P7,26,129,BISCUITS - CORE & NON CORE,CREAM,CREAM,PARLE PRODS,PARLE MAGIX,PARLE MAGIX PINEAPPLE
M1,P7,12,62,BISCUITS - CORE & NON CORE,CREAM,CREAM,PARLE PRODS,PARLE MAGIX,PARLE MAGIX STRAWBERRY
M1,P7,264,1615,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
M1,P7,138,1456,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M1,P7,22,217,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,VITA MARIE GOLD
M1,P7,6,0,BISCUITS - CORE & NON CORE,MILK,MILK,BRITANNIA INDS,MILK BIKIS,MILK BIKIS REGULAR
M1,P7,8,83,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,BRITANNIA INDS,50-50,50-50 MSK CK
M1,P7,24,238,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,BRITANNIA INDS,50-50,50-50 REGULAR
M1,P7,94,817,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,PARLE PRODS,PARLE KRACK JACK,PARLE KRACK JACK
M1,P7,18,176,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,PARLE PRODS,PARLE TOP,PARLE TOP
M1,P7,13,109,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,PARLE PRODS,MONACO,MONACO
M1,P7,179,2864,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
M1,P7,0,0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NUTRICHOICE,NUTRICHOICE DIGESTIVE
M1,P7,0,0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,TIGER,TIGER BUTTER COOKIES
M1,P7,20,98,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,TIGER,TIGER CHOCO COOKIES
M1,P7,38,383,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,TIGER,TIGER COCONUT
M1,P7,149,745,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE 20-20,PARLE 20-20 CASHEW
M1,P7,103,517,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE HAPPY HAPPY,HAPPY HAPPY
M1,P7,2,41,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE HIDE & SEEK,HIDE & SEEK CHOCOLATE CHIP
M1,P10,38,380,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,BRITANNIA BOURBON,BRITANNIA BOURBON
M1,P10,8,40,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,TREAT,TREAT BURST
M1,P10,3,30,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,TREAT,TREAT FRUIT CREAM
M1,P10,54,540,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,TREAT,TREAT JAM
M1,P10,20,299,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,TREAT,TREAT STARS
M1,P10,48,247,BISCUITS - CORE & NON CORE,CREAM,CREAM,I T C,SUNFEAST BOUNCE,SUNFEAST BOUNCE CHOCO TWIST
M1,P10,0,0,BISCUITS - CORE & NON CORE,CREAM,CREAM,I T C,SUNFEAST BOUNCE,SUNFEAST BOUNCE DRM CHO VNL
M1,P10,16,160,BISCUITS - CORE & NON CORE,CREAM,CREAM,I T C,SUNFEAST BOUNCE,SUNFEAST BOUNCE DRM STRW VNL
M1,P10,11,55,BISCUITS - CORE & NON CORE,CREAM,CREAM,I T C,SUNFEAST BOUNCE,SUNFEAST BOUNCE ELAICHI DELT
M1,P10,0,0,BISCUITS - CORE & NON CORE,CREAM,CREAM,I T C,SUNFEAST BOUNCE,SUNFEAST BOUNCE TANGY ORANGE
M1,P10,76,1080,BISCUITS - CORE & NON CORE,CREAM,CREAM,I T C,SUNFEAST DARK FANTASY,SUNFEAST DARK FANTSY CHOCOFILS
M1,P10,5,900,BISCUITS - CORE & NON CORE,CREAM,CREAM,LOTTE INDIA CORPORATION LTD,LOTTE,LOTTE CHOCOPIE
M1,P10,42,420,BISCUITS - CORE & NON CORE,CREAM,CREAM,MONDELEZ INTERNATIONAL,OREO,OREO CHOCOLATE
M1,P10,63,635,BISCUITS - CORE & NON CORE,CREAM,CREAM,MONDELEZ INTERNATIONAL,OREO,OREO VANILLA
M1,P10,45,450,BISCUITS - CORE & NON CORE,CREAM,CREAM,PARLE PRODS,PARLE FAB!,FAB! JAM-IN
M1,P10,0,0,BISCUITS - CORE & NON CORE,CREAM,CREAM,PARLE PRODS,PARLE MAGIX,PARLE MAGIX CHOCOLATE
M1,P10,19,95,BISCUITS - CORE & NON CORE,CREAM,CREAM,PARLE PRODS,PARLE MAGIX,PARLE MAGIX ELAICHI
M1,P10,1,5,BISCUITS - CORE & NON CORE,CREAM,CREAM,PARLE PRODS,PARLE MAGIX,PARLE MAGIX MANGO
M1,P10,12,60,BISCUITS - CORE & NON CORE,CREAM,CREAM,PARLE PRODS,PARLE MAGIX,PARLE MAGIX STRAWBERRY
M1,P10,166,865,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
M1,P10,0,0,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G GOLD,PARLE-G GOLD
M1,P10,60,410,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M1,P10,69,435,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,VITA MARIE GOLD
M1,P10,79,786,BISCUITS - CORE & NON CORE,MARIE,MARIE,I T C,SUNFEAST MARIE LIGHT,SUNFEAST MARIE LIGHT
M1,P10,9,90,BISCUITS - CORE & NON CORE,MARIE,MARIE,I T C,SUNFEAST MARIE LIGHT,SUNFEAST MARIE LIGHT VITA
M1,P10,27,135,BISCUITS - CORE & NON CORE,MARIE,MARIE,PARLE PRODS,BAKESMITH,BAKESMITH
M1,P10,5,25,BISCUITS - CORE & NON CORE,MILK,MILK,BRITANNIA INDS,MILK BIKIS,MILK BIKIS REGULAR
M1,P10,12,120,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,BRITANNIA INDS,50-50,50-50 MSK CK
M1,P10,14,140,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,BRITANNIA INDS,50-50,50-50 REGULAR
M1,P10,76,455,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,BRITANNIA INDS,LITTLE HEARTS,LITTLE HEARTS
M1,P10,30,165,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,PARLE PRODS,PARLE KRACK JACK,PARLE KRACK JACK
M1,P10,23,230,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,PARLE PRODS,PARLE TOP,PARLE TOP
M1,P10,1,5,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,SURYA FOOD & AGRO,PRIYAGOLD,PRIYA GL CHES CRCK
M1,P10,44,295,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,PARLE PRODS,MONACO,MONACO
M1,P10,5,25,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,SURYA FOOD & AGRO,PRIYAGOLD,PRIYAGOLD BUTTER DELITE
M1,P10,7,70,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,SURYA FOOD & AGRO,PRIYAGOLD,PRIYAGOLD ZIG ZAG
M1,P10,87,1020,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
M1,P10,9,90,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CHOCOLATE
M1,P10,8,240,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY NUTS
M1,P10,0,0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY WONDERFULLS
M1,P10,4,40,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NICE TIME,NICE TIME
M1,P10,10,130,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NUTRICHOICE,NUTRICHOICE DIGESTIVE
M1,P10,6,30,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,TIGER,TIGER BUTTER COOKIES
M1,P10,51,508,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,I T C,SUNFEAST FARMLITE,SUNFEAST FARMLITE ACTIVE
M1,P10,19,145,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,I T C,SUNFEAST MOM'S MAGIC,SUNFEAST MOM'S MGC CSHW & ALND
M1,P10,2,20,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,I T C,SUNFEAST MOM'S MAGIC,SUNFEAST MOM'S MGC RICH BUTTER
M1,P10,10,100,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,MONDELEZ INTERNATIONAL,BOURNVITA,BOURNVITA
M1,P10,64,320,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE 20-20,PARLE 20-20 CASHEW
M1,P10,33,165,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE HAPPY HAPPY,HAPPY HAPPY
M1,P10,8,80,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE HIDE & SEEK,HIDE & SEEK AMERICAN
M1,P10,66,940,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE HIDE & SEEK,HIDE & SEEK CHOCOLATE CHIP
M1,P10,0,0,BISCUITS - CORE & NON CORE,WAFER CREAM,WAFER CREAM,KRAVOUR FOODS PVT LTD,SINFULL,SINFULL
M1,P10,12,60,BISCUITS - CORE & NON CORE,WAFER CREAM,WAFER CREAM,PT MAYORA INDIA,GO CHOCO,GO CHOCO
M1,P8,2,108,BISCUITS - CORE & NON CORE,ASSORTED BISCUITS,ASSORTED BISCUITS,PARLE PRODS,PARLE MONACO BITES CHEESLINGS,PARLE MONACO BITES CHEESLINGS
M1,P8,63,882,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,BRITANNIA BOURBON,BRITANNIA BOURBON
M1,P8,0,0,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,MILK BIKIS,MILK BIKIS MILK CREAM
M1,P8,14,70,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,PURE MAGIC,PURE MAGIC CHOCOLUSH
M1,P8,1,15,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,TREAT,TREAT BURST
M1,P8,45,830,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,TREAT,TREAT JAM
M1,P8,25,205,BISCUITS - CORE & NON CORE,CREAM,CREAM,I T C,SUNFEAST BOUNCE,SUNFEAST BOUNCE CHOCO TWIST
M1,P8,10,50,BISCUITS - CORE & NON CORE,CREAM,CREAM,I T C,SUNFEAST BOUNCE,SUNFEAST BOUNCE ELAICHI DELT
M1,P8,8,40,BISCUITS - CORE & NON CORE,CREAM,CREAM,I T C,SUNFEAST BOUNCE,SUNFEAST BOUNCE PINEAPPLE ZING
M1,P8,25,200,BISCUITS - CORE & NON CORE,CREAM,CREAM,I T C,SUNFEAST BOUNCE,SUNFEAST BOUNCE TANGY ORANGE
M1,P8,18,340,BISCUITS - CORE & NON CORE,CREAM,CREAM,I T C,SUNFEAST DARK FANTASY,SUNFEAST DARK FANTSY CHOCOFILS
M1,P8,1,180,BISCUITS - CORE & NON CORE,CREAM,CREAM,LOTTE INDIA CORPORATION LTD,LOTTE,LOTTE CHOCOPIE
M1,P8,7,220,BISCUITS - CORE & NON CORE,CREAM,CREAM,MONDELEZ INTERNATIONAL,OREO,OREO CADBURY DIPPED
M1,P8,10,100,BISCUITS - CORE & NON CORE,CREAM,CREAM,MONDELEZ INTERNATIONAL,OREO,OREO CHOCOLATE
M1,P8,28,460,BISCUITS - CORE & NON CORE,CREAM,CREAM,MONDELEZ INTERNATIONAL,OREO,OREO VANILLA
M1,P8,4,100,BISCUITS - CORE & NON CORE,CREAM,CREAM,PARLE PRODS,PARLE HIDE & SEEK,BLACK BOURBON
M1,P8,11,275,BISCUITS - CORE & NON CORE,CREAM,CREAM,PARLE PRODS,PARLE HIDE & SEEK,HIDE & SEEK CHOCO ROLLS
M1,P8,3,75,BISCUITS - CORE & NON CORE,CREAM,CREAM,PARLE PRODS,PARLE HIDE & SEEK,HIDE & SEEK CREME SANDWICH
M1,P8,6,210,BISCUITS - CORE & NON CORE,CREAM,CREAM,PARLE PRODS,PARLE MILANO,MILANO
M1,P8,6,60,BISCUITS - CORE & NON CORE,CREAM,CREAM,SURYA FOOD & AGRO,PRIYAGOLD,PRIYAGOLD CLASSIC
M1,P8,0,0,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,MAGIX,MAGIX
M1,P8,164,999,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
M1,P8,45,560,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G GOLD,PARLE-G GOLD
M1,P8,75,1003,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M1,P8,34,535,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,VITA MARIE GOLD
M1,P8,43,428,BISCUITS - CORE & NON CORE,MARIE,MARIE,I T C,SUNFEAST MARIE LIGHT,SUNFEAST MARIE LIGHT
M1,P8,45,435,BISCUITS - CORE & NON CORE,MILK,MILK,BRITANNIA INDS,MILK BIKIS,MILK BIKIS REGULAR
M1,P8,29,290,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,BRITANNIA INDS,50-50,50-50 MSK CK
M1,P8,13,85,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,BRITANNIA INDS,LITTLE HEARTS,LITTLE HEARTS
M1,P8,2,70,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,GARUDA POLYFEX FOOD PVT LTD,GERY,GERY
M1,P8,29,290,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,GARUDA POLYFEX FOOD PVT LTD,GONE MAD,GONE MAD
M1,P8,44,295,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,PARLE PRODS,PARLE KRACK JACK,PARLE KRACK JACK
M1,P8,10,100,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,PARLE PRODS,PARLE TOP,PARLE TOP
M1,P8,19,190,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,SURYA FOOD & AGRO,PRIYAGOLD,PRIYA GL CHES CRCK
M1,P8,2,20,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,SURYA FOOD & AGRO,PRIYAGOLD,PRIYAGOLD CNC
M1,P8,12,60,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,BRITANNIA INDS,50-50,50-50 TIME PASS
M1,P8,6,90,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,BRITANNIA INDS,NUTRICHOICE,NUTRICHOICE SIMPLE LITE CRACKR
M1,P8,40,325,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,PARLE PRODS,MONACO,MONACO
M1,P8,18,200,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,SURYA FOOD & AGRO,PRIYAGOLD,PRIYAGOLD BUTTER DELITE
M1,P8,53,410,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,SURYA FOOD & AGRO,PRIYAGOLD,PRIYAGOLD ZIG ZAG
M1,P8,22,110,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY BUTTER
M1,P8,42,853,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
M1,P8,2,10,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW ALMOND
M1,P8,1,20,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CHUNKIES
M1,P8,9,135,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NICE TIME,NICE TIME
M1,P8,15,300,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NUTRICHOICE,NUTRICHOICE DIGESTIVE
M1,P8,3,120,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NUTRICHOICE,NUTRICHOICE HEAVENS
M1,P8,15,375,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NUTRICHOICE,NUTRICHOICE OATS COOKIES
M1,P8,1,5,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,TIGER,TIGER CHOCO COOKIES
M1,P8,4,40,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,TIGER KRUNCH,TIGER KRUNCH CHOCO CHIPS
M1,P8,26,260,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,G C M M F,AMUL,AMUL
M1,P8,25,250,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,JMJ FOODLINK,LIL BAKED,LIL BAKED
M1,P8,11,165,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,KAIRA DISTRICT CO-OP MILK,AMUL,AMUL
M1,P8,13,200,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,MONDELEZ INTERNATIONAL,BOURNVITA,BOURNVITA
M1,P8,5,50,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,MRS BECTOR FOOD SPECIALIST,CREMICA,CREMICA
M1,P8,9,45,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE 20-20,PARLE 20-20 CASHEW
M1,P8,2,20,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE COCONUT COOKIES,PARLE COCONUT COOKIES
M1,P8,51,275,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE HAPPY HAPPY,HAPPY HAPPY
M1,P8,12,260,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE HIDE & SEEK,HIDE & SEEK CHOCOLATE CHIP
M1,P8,2,40,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE NUTRICRUNCH,PARLE DIGESTIVE
M1,P8,2,40,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE NUTRICRUNCH,PARLE HONEY&OATS
M1,P8,8,160,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,SURYA FOOD & AGRO,PRIYAGOLD,PRIYAGOLD BUTTER BITE
M1,P8,7,70,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,SURYA FOOD & AGRO,PRIYAGOLD,PRIYAGOLD COCONUT CRACKLE
M1,P8,4,20,BISCUITS - CORE & NON CORE,WAFER CREAM,WAFER CREAM,ENERLIFE INDIA,NABATI,RICHOCO
M1,P8,26,130,BISCUITS - CORE & NON CORE,WAFER CREAM,WAFER CREAM,GARUDA POLYFEX FOOD PVT LTD,GONE MAD,GONE MAD
M1,P9,34,339,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,BRITANNIA BOURBON,BRITANNIA BOURBON
M1,P9,3,15,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,TIGER KREEMZ,TIGER KREEMZ CHOCO
M1,P9,0,0,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,TIGER KREEMZ,TIGER KREEMZ ORANGE
M1,P9,0,0,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,TREAT,TREAT FRUIT CREAM
M1,P9,6,58,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,TREAT,TREAT FUNKY CHOCO
M1,P9,4,39,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,TREAT,TREAT JAM
M1,P9,1,10,BISCUITS - CORE & NON CORE,CREAM,CREAM,I T C,SUNFEAST BOUNCE,SUNFEAST BOUNCE
M1,P9,48,242,BISCUITS - CORE & NON CORE,CREAM,CREAM,I T C,SUNFEAST BOUNCE,SUNFEAST BOUNCE CHOCO TWIST
M1,P9,23,116,BISCUITS - CORE & NON CORE,CREAM,CREAM,I T C,SUNFEAST BOUNCE,SUNFEAST BOUNCE ELAICHI DELT
M1,P9,38,203,BISCUITS - CORE & NON CORE,CREAM,CREAM,I T C,SUNFEAST BOUNCE,SUNFEAST BOUNCE TANGY ORANGE
M1,P9,15,223,BISCUITS - CORE & NON CORE,CREAM,CREAM,I T C,SUNFEAST DARK FANTASY,SUNFEAST DARK FANTSY CHOCOFILS
M1,P9,5,48,BISCUITS - CORE & NON CORE,CREAM,CREAM,SURYA FOOD & AGRO,PRIYAGOLD,PRIYAGOLD CLASSIC
M1,P9,196,1126,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
M1,P9,129,827,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M1,P9,25,252,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,VITA MARIE GOLD
M1,P9,4,39,BISCUITS - CORE & NON CORE,MARIE,MARIE,SURYA FOOD & AGRO,PRIYAGOLD,PRIYAGOLD MARIE LITE
M1,P9,3,29,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,BRITANNIA INDS,50-50,50-50 MSK CK
M1,P9,6,29,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,BRITANNIA INDS,50-50,50-50 REGULAR
M1,P9,28,140,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,BRITANNIA INDS,LITTLE HEARTS,LITTLE HEARTS
M1,P9,17,155,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,PARLE PRODS,PARLE KRACK JACK,PARLE KRACK JACK
M1,P9,15,145,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,PARLE PRODS,PARLE TOP,PARLE TOP
M1,P9,7,48,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,SURYA FOOD & AGRO,PRIYAGOLD,PRIYAGOLD CNC
M1,P9,16,106,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,PARLE PRODS,MONACO,MONACO
M1,P9,42,232,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,SURYA FOOD & AGRO,PRIYAGOLD,PRIYAGOLD ZIG ZAG
M1,P9,86,428,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY BUTTER
M1,P9,81,928,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
M1,P9,0,0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW ALMOND
M1,P9,10,97,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NUTRICHOICE,NUTRICHOICE DIGESTIVE
M1,P9,2,19,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,TIGER,TIGER CHOCO COOKIES
M1,P9,13,63,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,TIGER KRUNCH,TIGER KRUNCH CHOCO CHIPS
M1,P9,3,29,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,I T C,SUNFEAST MOM'S MAGIC,SUNFEAST MOM'S MAGIC CHLTCHIP
M1,P9,5,48,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,I T C,SUNFEAST MOM'S MAGIC,SUNFEAST MOM'S MGC CSHW & ALND
M1,P9,52,261,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE 20-20,PARLE 20-20 CASHEW
M1,P9,63,315,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE HAPPY HAPPY,HAPPY HAPPY
M1,P9,8,77,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE HIDE & SEEK,HIDE & SEEK CHOCOLATE CHIP
M1,P9,4,39,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,SUNDER INDS,SAKSHI,FRUIT BITE
M3,P1,62,912,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,BRITANNIA BOURBON,BRITANNIA BOURBON
M3,P1,17,85,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,TIGER KREEMZ,TIGER KREEMZ CHOCO
